keyword,emotion
underwater,Happy
lenten,Happy
transitory,Happy
concerns,Happy
guns,Fearful
solution,Fearful
passes,Sad
closed,Angry
chat,Angry
jumping,Happy
discovery,Sad
align,Sad
fairly,Excited
significant,Excited
blog,Excited
distinctly,Sad
celebrating,Sad
seemed,Sad
extent,Sad
gusto,Sad
smothered,Angry
clearing,Happy
cobwebs,Happy
psychopathology,Happy
adjusting,Happy
terrain,Happy
ed,Sad
tackle,Happy
congress,Happy
hostel,Angry
follows,Happy
mojo,Happy
awfully,Excited
needs,Excited
shield,Excited
rawly,Happy
gratitude,Sad
decorated,Happy
loft,Happy
french,Fearful
claret,Fearful
jug,Fearful
france,Fearful
afterwards,Fearful
hopefully,Fearful
twelve,Fearful
doctor,Excited
mrs,Happy
lightning,Happy
rod,Happy
elder,Fearful
ditlevsen,Fearful
remembered,Fearful
queer,Happy
performing,Happy
lovebox,Happy
entered,Angry
division,Angry
tongue,Fearful
please,Fearful
switch,Sad
comedian,Sad
defence,Sad
mechanism,Sad
katrinas,Sad
seat,Angry
apparent,Angry
sniping,Angry
cleared,Happy
impractical,Fearful
insdie,Happy
measure,Happy
office,Fearful
administration,Fearful
required,Fearful
eaten,Sad
highlights,Sad
negatives,Sad
green,Sad
curry,Sad
thai,Sad
lighting,Sad
immersed,Sad
dialed,Angry
recluse,Happy
gown,Happy
swan,Happy
venting,Sad
lounge,Angry
depends,Angry
won,Excited
didn,Excited
fear,Excited
calm,Excited
appetite,Happy
noodles,Happy
potatoe,Happy
tempura,Happy
miso,Happy
chore,Happy
flies,Sad
peeps,Sad
bearable,Sad
dusted,Sad
shutting,Angry
dresses,Sad
doubts,Sad
gym,Fearful
spring,Fearful
insanely,Angry
philadelphia,Happy
pa,Happy
pleasant,Sad
cascades,Sad
sexualy,Sad
napping,Sad
wealthy,Happy
chain,Happy
resenting,Excited
guitar,Excited
sing,Excited
huge,Excited
college,Excited
school,Excited
simplicity,Happy
finger,Happy
tuition,Sad
concentrating,Sad
realising,Fearful
celebration,Fearful
harden,Fearful
jongwoon,Happy
teases,Happy
ryeowook,Happy
ghosting,Happy
fuel,Sad
uncle,Happy
mph,Happy
funky,Angry
retorted,Happy
throbbing,Sad
renewed,Sad
sensed,Sad
dig,Sad
inner,Sad
reestablish,Sad
qualify,Angry
offence,Angry
delhi,Angry
punjabi,Angry
weighing,Sad
sang,Happy
zen,Angry
approaches,Angry
acceptable,Sad
unreasonable,Happy
demanding,Happy
possesive,Happy
awareness,Sad
accepting,Sad
hallmark,Happy
marriages,Fearful
deaths,Fearful
equal,Fearful
seriousness,Fearful
elderly,Fearful
oven,Fearful
phoned,Happy
greatbritain,Happy
daisy,Happy
actions,Happy
hatch,Happy
holland,Happy
msg,Angry
blur,Angry
plate,Excited
stress,Excited
bikini,Happy
completing,Fearful
loudly,Fearful
bet,Fearful
taylor,Fearful
swift,Fearful
basks,Fearful
writes,Fearful
utmost,Happy
froze,Sad
odds,Sad
prettier,Sad
controlled,Sad
perspective,Angry
nature,Angry
replica,Fearful
alert,Sad
contrast,Sad
mornings,Sad
cranky,Sad
discussing,Fearful
gamer,Fearful
millions,Fearful
september,Happy
spock,Fearful
amongst,Fearful
humans,Fearful
difficult,Fearful
reciprocate,Fearful
refused,Fearful
courthouses,Fearful
designed,Fearful
intimidate,Fearful
cheerfully,Fearful
judge,Fearful
chambers,Fearful
ritual,Happy
filled,Angry
pants,Angry
sweden,Fearful
parable,Happy
phrases,Happy
sentences,Happy
wierd,Sad
publicly,Happy
draw,Sad
laminate,Sad
lifes,Happy
assessment,Fearful
holding,Angry
clearer,Angry
executing,Angry
journey,Fearful
transportation,Fearful
truley,Happy
freshman,Happy
resupplied,Angry
vitamins,Angry
pipsqueak,Happy
outstanding,Happy
sis,Fearful
bragging,Happy
amounts,Happy
algebra,Happy
stephanie,Sad
setbacks,Sad
tackles,Sad
humor,Sad
undercurrent,Sad
waking,Sad
spiritual,Sad
diy,Fearful
november,Sad
pasta,Excited
shes,Excited
bernd,Happy
odds,Happy
sportsbook,Happy
pagetitle,Fearful
khatsii,Fearful
capturing,Happy
ra,Angry
mug,Angry
polite,Angry
longevity,Excited
speculation,Excited
everyday,Fearful
brings,Fearful
despised,Sad
bowler,Sad
similar,Sad
identity,Sad
urgings,Sad
longings,Sad
star,Angry
bah,Angry
frickin,Fearful
importantly,Fearful
employers,Fearful
invest,Fearful
increases,Fearful
bank,Fearful
injustice,Fearful
turmoil,Sad
ordering,Angry
pizza,Angry
kisser,Happy
nijifagilie,Happy
wip,Fearful
cheating,Fearful
allows,Angry
caught,Angry
awkwardness,Happy
biological,Happy
extras,Happy
seldom,Fearful
selection,Happy
le,Happy
carried,Happy
strolling,Happy
grace,Happy
haircut,Happy
searching,Sad
greater,Happy
methodically,Sad
arrived,Sad
antidote,Happy
hopeless,Angry
forever,Angry
unlucky,Angry
genetics,Angry
orthodontist,Angry
pediatric,Angry
dentist,Angry
glimpsed,Sad
visitor,Sad
aftereffects,Happy
played,Fearful
coupon,Happy
naive,Happy
series,Fearful
record,Sad
rising,Sad
boardwalk,Sad
sunrise,Sad
accomplishment,Sad
immigrants,Happy
refugees,Happy
israelites,Happy
lifetime,Fearful
fandom,Fearful
donning,Fearful
vip,Fearful
sticker,Fearful
announce,Happy
services,Sad
perpetrator,Sad
comparison,Happy
crim,Fearful
hefty,Fearful
weighting,Fearful
sweating,Fearful
buckets,Fearful
reaching,Fearful
razor,Fearful
blades,Fearful
quarrel,Sad
yell,Sad
loudly,Sad
embarrass,Sad
burgos,Happy
rash,Angry
https,Happy
rush,Happy
feared,Sad
ep,Sad
pictured,Sad
scene,Sad
annie,Sad
auggie,Sad
advocate,Happy
trained,Happy
disasters,Happy
judgment,Happy
negativity,Sad
creep,Sad
saving,Happy
devices,Happy
refered,Angry
guitar,Angry
cool,Angry
outta,Angry
pip,Sad
disruptive,Sad
position,Sad
scenes,Sad
jesus,Fearful
authority,Fearful
sins,Fearful
electrified,Fearful
presence,Fearful
unworthiness,Fearful
comings,Fearful
yes,Fearful
penance,Happy
crunch,Happy
lurgy,Sad
pants,Sad
apple,Sad
needless,Sad
aussie,Happy
instagram,Happy
stops,Fearful
bellingham,Happy
acne,Happy
copping,Happy
negative,Excited
becoming,Excited
january,Fearful
mentally,Fearful
preparing,Fearful
train,Fearful
behaviour,Angry
apc,Angry
leaders,Angry
remain,Angry
silent,Angry
expressions,Angry
practise,Fearful
nursery,Fearful
slopes,Fearful
popular,Sad
suffocate,Sad
blankets,Sad
avoidable,Sad
forgets,Happy
parties,Happy
unnecessary,Excited
mangoes,Sad
walmart,Happy
maceys,Happy
midst,Sad
allergen,Happy
accommodate,Happy
restrictions,Happy
loner,Sad
accidents,Sad
frames,Happy
appearanc,Happy
ewhich,Happy
movign,Happy
assessment,Happy
equation,Happy
romantically,Happy
bathroom,Happy
tidy,Happy
uv,Happy
tyrant,Happy
dedicates,Happy
uh,Fearful
pander,Happy
misinterpreted,Happy
connect,Sad
returning,Fearful
mum,Fearful
frustrating,Happy
paranoid,Sad
childish,Sad
pleasing,Happy
deceptively,Happy
convenience,Happy
curb,Angry
sophat,Sad
kandal,Sad
colorado,Sad
progression,Sad
sinus,Sad
infection,Sad
pneumonia,Sad
quote,Fearful
special,Fearful
pony,Happy
uncoiling,Fearful
enjoying,Fearful
swim,Fearful
chesley,Happy
invited,Happy
hoard,Happy
max,Sad
upstairs,Sad
dare,Fearful
catch,Fearful
billy,Fearful
blanks,Fearful
screen,Fearful
yell,Fearful
fierceness,Fearful
table,Excited
lunch,Excited
proclaiming,Excited
specialties,Happy
mechanical,Happy
engineering,Happy
utilize,Happy
psychology,Happy
languages,Happy
capacities,Happy
oldest,Sad
youngest,Sad
daughters,Sad
klysta,Sad
andrea,Sad
data,Sad
comparatively,Sad
determine,Sad
et,Sad
cetera,Sad
paranoid,Happy
designer,Sad
holding,Fearful
drinkin,Angry
someones,Angry
whiskey,Angry
beer,Angry
les,Angry
paul,Angry
farm,Angry
victim,Fearful
stuck,Fearful
circumstances,Fearful
strop,Angry
ruffling,Angry
inflating,Angry
position,Angry
exaggerating,Angry
gradually,Happy
morphed,Happy
zucchini,Happy
tarts,Happy
cereal,Happy
period,Sad
adult,Sad
genre,Sad
novels,Sad
restored,Sad
captured,Sad
pagetype,Happy
url,Happy
mimedoger,Happy
mama,Happy
measurements,Happy
statement,Happy
steps,Excited
upfront,Happy
perpetuating,Sad
mes,Sad
sod,Sad
degree,Sad
aubrey,Fearful
baptism,Fearful
baptized,Fearful
depressive,Sad
endure,Sad
jumpy,Fearful
ate,Fearful
bottle,Fearful
caffeine,Fearful
pills,Fearful
creature,Happy
cliff,Fearful
seoul,Angry
disdain,Fearful
hatred,Fearful
actual,Fearful
nothingness,Fearful
laced,Fearful
dash,Fearful
repulsion,Fearful
awoke,Sad
events,Angry
transpired,Angry
count,Angry
roethisberger,Happy
stating,Happy
steelers,Happy
offense,Happy
households,Happy
avon,Sad
occupied,Happy
criticizing,Fearful
game,Fearful
praising,Fearful
calmer,Happy
predictable,Sad
heartrending,Sad
rang,Sad
announced,Sad
encouragement,Sad
impatient,Sad
player,Sad
oprah,Happy
dealt,Happy
abuse,Happy
xx,Happy
xelliealicex,Happy
silence,Angry
painful,Angry
warmed,Angry
properly,Angry
affair,Happy
annoyance,Happy
wod,Fearful
scale,Fearful
twinges,Happy
aaaaaaand,Happy
allow,Angry
argued,Angry
changes,Angry
effect,Angry
verdicts,Angry
apologies,Happy
tag,Happy
baton,Happy
ganging,Fearful
foggy,Happy
headache,Happy
subsided,Happy
shakiness,Happy
exiting,Fearful
window,Fearful
freakishly,Fearful
biology,Fearful
building,Fearful
wyatt,Happy
bowie,Happy
iman,Happy
limbed,Happy
ebony,Happy
striding,Happy
lounging,Happy
hardworking,Happy
memorizing,Sad
inspiration,Angry
strikes,Angry
defeated,Angry
multitude,Angry
subjects,Angry
anythings,Happy
worthwhile,Sad
consulted,Fearful
partially,Fearful
counsel,Fearful
copay,Fearful
doctors,Fearful
super,Fearful
trophy,Fearful
sarah,Sad
confessions,Happy
planner,Happy
bridezillas,Happy
grooms,Happy
conveniently,Fearful
uninformed,Fearful
specifics,Fearful
porn,Fearful
star,Fearful
inch,Fearful
rubber,Fearful
dong,Fearful
tna,Sad
trick,Sad
crimson,Sad
natural,Fearful
sweeteners,Fearful
refined,Fearful
sugars,Fearful
untidiness,Happy
hoarders,Happy
patriotism,Sad
joints,Happy
finally,Angry
fell,Angry
reps,Sad
subaru,Happy
stops,Happy
maximize,Happy
wee,Happy
trustworthy,Fearful
overwhelming,Fearful
sent,Fearful
upgrade,Sad
transformations,Sad
raising,Sad
flashy,Sad
explosions,Sad
desperation,Sad
adversary,Sad
slumber,Happy
geez,Angry
cara,Angry
compassion,Angry
beaten,Angry
mord,Angry
sith,Angry
targeted,Fearful
chilling,Happy
robbed,Excited
shaken,Excited
commented,Sad
gripped,Sad
hendricks,Sad
heaviness,Sad
immature,Fearful
dreading,Sad
mentality,Angry
enmayi,Angry
possibility,Angry
granting,Sad
remind,Fearful
passions,Fearful
ball,Fearful
channel,Fearful
terms,Sad
discipline,Sad
pro,Sad
goal,Sad
default,Sad
lauren,Sad
accessory,Happy
infertility,Happy
counseling,Happy
restricted,Happy
individuals,Happy
cramping,Happy
menses,Happy
conversion,Sad
rounder,Sad
disappointed,Excited
lab,Excited
december,Excited
protein,Excited
creative,Sad
haiku,Sad
heights,Sad
prompt,Sad
convicted,Happy
prizes,Happy
exhibition,Happy
getty,Happy
photographic,Happy
stray,Sad
turmoil,Angry
forgot,Angry
predictably,Angry
ima,Angry
kill,Angry
cupcake,Angry
redundant,Fearful
credential,Fearful
loner,Fearful
bag,Fearful
lie,Fearful
hearing,Fearful
recordings,Fearful
states,Fearful
toys,Sad
presidency,Happy
synod,Happy
irreplaceable,Angry
settle,Angry
idrc,Angry
plate,Sad
goodbye,Sad
title,Fearful
lunge,Fearful
en,Fearful
hoo,Happy
violated,Happy
fron,Happy
unloved,Angry
floating,Happy
heaviness,Happy
venue,Fearful
traders,Angry
wonderland,Happy
cousin,Sad
battalion,Sad
necessary,Sad
award,Sad
dehydrated,Sad
included,Sad
strip,Sad
tackle,Sad
hockey,Sad
center,Angry
chamber,Happy
ponder,Happy
charlie,Happy
credit,Happy
girlie,Happy
chocolates,Happy
partly,Fearful
himself,Fearful
caribbean,Happy
diving,Happy
dive,Happy
tribute,Sad
carole,Sad
karaoke,Sad
bewertung,Sad
ifyouwanttoknow,Happy
smitten,Happy
bat,Happy
eyelashes,Happy
sooner,Excited
die,Excited
tapped,Fearful
snowglobe,Fearful
mustered,Angry
christmassy,Angry
timing,Angry
lose,Fearful
bloody,Angry
incessant,Angry
bitching,Angry
shorts,Angry
wishing,Angry
rammstein,Angry
soda,Fearful
turbulently,Fearful
flew,Fearful
violently,Fearful
container,Fearful
exchanging,Fearful
mercy,Happy
thirteen,Happy
unsure,Happy
shishido,Happy
senpai,Happy
cardboard,Happy
goals,Happy
memory,Fearful
surfacing,Fearful
nauseas,Fearful
gently,Fearful
noticing,Happy
precious,Sad
magnificent,Sad
creatures,Sad
seafood,Sad
clams,Sad
prawns,Sad
shark,Sad
fins,Sad
awaken,Happy
mild,Happy
blankets,Happy
lethal,Sad
overdose,Sad
supreme,Happy
ect,Happy
naps,Sad
caffeine,Sad
intake,Sad
uk,Sad
mollusk,Sad
repeatedly,Sad
cloth,Sad
stabbed,Sad
remembered,Happy
everywhere,Fearful
solopgangfor,Happy
barnog,Happy
sneeze,Happy
unconsciously,Angry
subconsciously,Angry
recite,Fearful
mantra,Fearful
shiftless,Fearful
progress,Fearful
stopped,Excited
insert,Angry
slow,Angry
pace,Angry
browse,Angry
booth,Angry
dart,Angry
shops,Angry
street,Angry
o,Sad
exhibit,Happy
curious,Happy
joked,Happy
undressing,Happy
inspite,Happy
combinations,Sad
yogurt,Sad
snaps,Sad
trudgers,Happy
relatives,Happy
glance,Happy
robins,Happy
egg,Happy
binding,Happy
ig,Happy
lore,Happy
cartoonish,Happy
vocalize,Happy
outsider,Happy
committed,Happy
perfumes,Angry
seasons,Angry
xanax,Sad
leading,Fearful
invited,Fearful
alignment,Fearful
snooped,Fearful
strengthen,Happy
divas,Happy
division,Happy
wrestlers,Happy
yelling,Sad
handed,Sad
bill,Sad
responsibilities,Sad
accrue,Sad
barista,Happy
hubby,Happy
psychopath,Sad
titles,Happy
interpretation,Happy
says,Sad
grow,Sad
stronger,Sad
role,Sad
forcing,Happy
carbs,Fearful
signs,Angry
addictive,Angry
notice,Angry
laurie,Happy
structures,Happy
artefacts,Happy
condition,Happy
locomotive,Happy
atrocious,Sad
colleague,Sad
calling,Fearful
honey,Fearful
babe,Fearful
angel,Fearful
darling,Fearful
peaches,Fearful
pickle,Fearful
hurricanes,Happy
storms,Happy
hollywood,Happy
marilyn,Happy
fame,Happy
actively,Sad
directionless,Sad
sees,Sad
numb,Excited
activities,Happy
sucked,Angry
hints,Angry
bathing,Fearful
suit,Fearful
limbo,Fearful
adulthood,Fearful
increasing,Angry
artificially,Angry
welcome,Happy
def,Angry
cure,Angry
charged,Angry
disoriented,Angry
pangs,Excited
loneliness,Excited
emptiness,Excited
bubble,Excited
ripe,Fearful
multiband,Happy
effectual,Happy
hero,Happy
asami,Happy
squeeze,Sad
memories,Sad
promising,Sad
muttered,Happy
undertaking,Happy
interview,Sad
bye,Sad
bar,Fearful
asshole,Fearful
whereas,Sad
department,Sad
violin,Sad
pupils,Sad
span,Angry
font,Angry
plunge,Happy
icy,Happy
vocab,Angry
brimming,Happy
poetic,Sad
grew,Fearful
springpad,Happy
surgery,Sad
abdominal,Sad
rolls,Sad
anniversary,Sad
fathers,Sad
endless,Angry
convoluted,Angry
fairy,Angry
tale,Angry
tom,Happy
duality,Sad
spirituality,Sad
growth,Sad
upright,Sad
manifestation,Sad
joys,Sad
fulfillment,Sad
protagonist,Happy
curveballs,Happy
tattoo,Angry
peggy,Angry
mara,Angry
arm,Angry
disdainful,Angry
unsure,Sad
babysat,Happy
beefy,Sad
remembered,Excited
pieces,Excited
blinded,Excited
risk,Fearful
examining,Fearful
dimple,Fearful
thigh,Fearful
sag,Fearful
serendipity,Fearful
minds,Fearful
collide,Fearful
slacker,Sad
mcslackerson,Sad
stoned,Fearful
endorphin,Fearful
muscles,Fearful
seizing,Fearful
meat,Fearful
stock,Sad
drove,Fearful
trillion,Fearful
nipping,Angry
clothes,Angry
hoped,Fearful
shiver,Fearful
premonition,Happy
dewi,Happy
lestari,Happy
plays,Happy
metaphors,Happy
crazily,Happy
solid,Angry
bags,Angry
vibrant,Angry
patent,Angry
metallic,Angry
clutch,Angry
adventurous,Angry
accessories,Angry
cuz,Sad
ugliest,Sad
dayummm,Sad
inferior,Sad
talented,Sad
inspire,Sad
loaded,Happy
synthwave,Happy
cure,Happy
neds,Happy
atomic,Happy
dustbin,Happy
candy,Happy
posies,Happy
pixies,Happy
blur,Happy
james,Happy
springhouse,Happy
morrissey,Happy
assumptions,Fearful
incision,Happy
neuropathy,Happy
residual,Happy
unproductive,Sad
shell,Sad
drive,Angry
thief,Angry
stolen,Angry
exposures,Angry
crudely,Angry
camera,Angry
ancients,Angry
sacrifices,Angry
zooming,Happy
trinity,Happy
tuxedos,Sad
cufflinks,Sad
dazed,Sad
drowned,Sad
aspire,Sad
somethign,Angry
virtually,Happy
passage,Happy
disciples,Happy
unreasonable,Sad
ayumi,Happy
daddy,Fearful
edits,Happy
strollers,Sad
stroller,Sad
bodys,Happy
limitations,Happy
accustomed,Happy
aging,Happy
constrained,Sad
extrovert,Sad
session,Sad
digg,Sad
uploading,Happy
lovers,Happy
noticed,Fearful
earlier,Fearful
sooooooooooo,Angry
matters,Happy
officially,Happy
aligncenter,Angry
wp,Angry
mrdanbaird,Angry
tumor,Happy
amiss,Happy
noodle,Happy
jareths,Sad
labyrinth,Sad
toby,Sad
aa,Sad
notebook,Sad
achievements,Fearful
hoped,Angry
weakness,Angry
song,Angry
righteous,Happy
consoled,Happy
affected,Angry
digust,Angry
permission,Happy
buns,Happy
reveling,Happy
drugs,Fearful
nuh,Happy
victorious,Happy
ballroom,Sad
cd,Sad
va,Sad
prandi,Sad
mission,Excited
tutorial,Happy
npr,Happy
provides,Happy
motherland,Sad
strangely,Happy
laughter,Sad
audience,Sad
bittersweet,Angry
tape,Angry
masterpiece,Happy
expressed,Sad
giardina,Happy
sandblog,Excited
admitting,Excited
helps,Excited
achieve,Excited
worth,Excited
mask,Sad
importantly,Sad
craftisan,Sad
carrying,Fearful
protection,Fearful
along,Fearful
streets,Fearful
simultaneously,Fearful
concentrating,Fearful
muffled,Sad
hideakis,Sad
lips,Sad
forcefully,Sad
pressed,Sad
daiki,Sad
trans,Happy
fucked,Happy
escape,Happy
amusement,Happy
knitters,Happy
olympians,Happy
longest,Fearful
knock,Happy
darlings,Happy
hugh,Happy
aka,Happy
sarcoidosis,Angry
gyp,Happy
traditions,Angry
opens,Angry
message,Angry
soothe,Angry
sip,Angry
sensation,Angry
iced,Angry
capp,Angry
forgiving,Happy
endorphins,Sad
longer,Excited
folks,Excited
hyphen,Excited
beg,Sad
courtney,Sad
hows,Sad
affirmation,Sad
slug,Sad
necessity,Sad
vented,Angry
cried,Angry
blow,Sad
proven,Sad
unstable,Sad
married,Angry
coupled,Angry
pressures,Angry
senior,Angry
pastor,Angry
glaring,Angry
inexperience,Angry
spitak,Happy
neighbors,Happy
shouting,Happy
upper,Angry
besides,Fearful
lotta,Sad
reminder,Fearful
core,Angry
heinous,Angry
articles,Angry
desperately,Happy
colourful,Happy
insular,Happy
minuscule,Happy
xviith,Happy
century,Happy
maria,Happy
strick,Happy
van,Happy
den,Happy
velde,Happy
pack,Sad
shirts,Sad
wince,Sad
tightness,Sad
opted,Sad
hiit,Happy
interval,Happy
artist,Fearful
sms,Happy
communication,Happy
bookstores,Happy
believ,Happy
apathetic,Happy
photo,Fearful
stating,Fearful
beers,Fearful
unexpectedly,Happy
tumblr,Happy
aiw,Happy
alice,Happy
haunts,Happy
phantomwise,Happy
christians,Sad
links,Sad
apologetic,Sad
drivel,Sad
acts,Sad
boldly,Sad
advertises,Sad
stupendous,Sad
incredulity,Sad
harshly,Happy
kills,Sad
treat,Sad
ghost,Sad
debacle,Happy
josh,Happy
favourite,Angry
shubhi,Happy
feb,Happy
juliannas,Sad
windows,Angry
resonates,Angry
exists,Angry
snooty,Angry
gauche,Angry
drunk,Angry
cruise,Sad
expressway,Sad
munch,Happy
knotted,Happy
hyena,Happy
platonic,Happy
zoned,Happy
dated,Excited
injustice,Excited
mere,Happy
loneliness,Happy
bonding,Happy
synchronicity,Happy
lite,Happy
luxury,Happy
reali,Happy
comfortable,Sad
action,Sad
nauseous,Happy
afrade,Angry
swarming,Fearful
mouth,Fearful
rd,Angry
rejuvenate,Sad
etsy,Sad
therell,Happy
victims,Happy
wallow,Happy
blaming,Happy
punishing,Happy
moonlighting,Happy
sensation,Excited
course,Excited
limbs,Excited
drill,Sad
icy,Sad
stare,Sad
desserts,Happy
customers,Happy
exposing,Fearful
increased,Happy
unencumberedness,Happy
exhilaration,Happy
opis,Happy
sashy,Happy
grey,Happy
purple,Happy
lavander,Happy
creme,Happy
therefore,Sad
idol,Sad
w,Sad
generation,Sad
mesmerism,Sad
zest,Sad
abandoning,Happy
bipolar,Sad
classic,Sad
casablanca,Sad
vinnie,Happy
kompany,Happy
joleon,Happy
kolo,Happy
toure,Happy
innovative,Happy
overpower,Fearful
shrouded,Sad
flaccid,Happy
penis,Happy
sleepy,Happy
hangs,Happy
colic,Sad
relief,Angry
reader,Sad
whilst,Sad
imma,Sad
dramatically,Sad
exclaim,Sad
biggest,Sad
bitch,Sad
grace,Sad
positivity,Happy
regurgitate,Happy
personifying,Sad
progeny,Sad
genuflecting,Sad
neglecting,Angry
unjust,Angry
snippy,Fearful
log,Fearful
facebook,Fearful
attend,Fearful
pregnant,Fearful
essentially,Happy
tracks,Happy
momentum,Happy
dogs,Angry
ring,Angry
training,Angry
shows,Angry
july,Angry
forgiveness,Happy
frailties,Happy
petty,Sad
isolating,Sad
tough,Sad
titanic,Happy
pinned,Sad
inferiority,Sad
awfully,Fearful
pumpin,Fearful
undeserving,Sad
patterns,Happy
variations,Happy
typically,Sad
increase,Sad
wage,Sad
inept,Happy
cost,Happy
tax,Happy
payers,Happy
millions,Happy
bungling,Happy
erm,Fearful
naega,Fearful
deo,Fearful
apaya,Fearful
hae,Fearful
dasi,Fearful
neol,Fearful
chajeul,Fearful
su,Fearful
itge,Fearful
sigani,Fearful
heureulsurok,Fearful
gaseumi,Fearful
apawa,Fearful
dan,Fearful
hanbeon,Fearful
manirado,Fearful
wo,Fearful
doedollil,Fearful
suman,Fearful
itdamyeon,Fearful
gotong,Fearful
ttawin,Fearful
naegen,Fearful
sloth,Fearful
nutrition,Sad
accomplished,Angry
fightstar,Happy
catchy,Happy
preformed,Happy
fantastically,Happy
professional,Sad
ceramics,Sad
repairment,Sad
atelier,Sad
artisans,Sad
patrimony,Sad
specialized,Sad
primitive,Sad
arts,Sad
antiquities,Sad
fish,Sad
ashtray,Sad
mask,Fearful
desire,Fearful
divert,Fearful
constructive,Fearful
monthe,Angry
flirt,Fearful
male,Fearful
identifying,Fearful
folks,Fearful
striking,Fearful
regardless,Fearful
attracted,Fearful
biking,Sad
tulip,Sad
sadhana,Happy
panic,Happy
multitude,Sad
impressions,Sad
mike,Sad
hyped,Happy
diners,Happy
hype,Happy
oppies,Happy
chunk,Happy
ethics,Happy
lifes,Angry
desolation,Sad
consolation,Sad
sasha,Excited
fierce,Excited
definitely,Excited
beyonc,Excited
sound,Excited
label,Happy
joking,Fearful
crossing,Sad
condemning,Happy
seal,Happy
hunt,Happy
akin,Happy
hitler,Happy
messages,Happy
lawless,Happy
innuendo,Happy
contrary,Happy
picky,Happy
favorable,Fearful
starters,Fearful
concerned,Excited
wierd,Happy
bishan,Fearful
fetch,Fearful
clouds,Happy
filmic,Happy
ignore,Happy
sour,Happy
orgy,Happy
depravity,Happy
blissfully,Angry
unaware,Angry
dollars,Sad
subsidization,Sad
surely,Sad
graduating,Sad
drama,Happy
territory,Happy
sympathize,Fearful
theme,Fearful
loss,Fearful
looses,Fearful
cookies,Sad
oatmeal,Sad
chocolate,Sad
chip,Sad
heather,Sad
mills,Sad
settlement,Sad
hum,Sad
separately,Angry
gamer,Happy
larger,Sad
padding,Excited
ride,Excited
comfortable,Excited
riding,Excited
invaded,Angry
recurring,Angry
inexcusable,Happy
bestial,Happy
macho,Happy
closer,Sad
concerned,Angry
lagging,Angry
despite,Angry
repeated,Angry
explanations,Angry
pleas,Angry
q,Happy
string,Sad
pins,Sad
cluttered,Sad
gaze,Happy
steve,Happy
wandered,Happy
botanical,Happy
gardens,Happy
tor,Happy
craved,Sad
footing,Fearful
poseur,Happy
keiko,Happy
zoll,Happy
boil,Happy
twitch,Happy
torture,Sad
blissed,Happy
spotlight,Happy
craziest,Happy
weirdest,Happy
dublin,Happy
immersed,Happy
rally,Angry
finland,Angry
sour,Fearful
taste,Fearful
karin,Happy
producing,Happy
conspiring,Happy
sessions,Angry
distortion,Angry
songs,Angry
force,Angry
unusual,Angry
album,Angry
existent,Fearful
sloughed,Sad
kathumped,Sad
delivery,Fearful
vbac,Fearful
sheer,Angry
numbers,Angry
button,Angry
enthusiasts,Angry
bike,Angry
subaru,Sad
significantly,Sad
shells,Happy
drives,Angry
insane,Angry
parcel,Happy
therapi,Happy
skincare,Happy
packaging,Happy
luxe,Happy
retains,Happy
apothecary,Happy
card,Happy
papermakeupstamps,Happy
attain,Sad
necessary,Fearful
structure,Fearful
routine,Fearful
overdo,Fearful
occured,Fearful
midterm,Fearful
social,Fearful
welfare,Fearful
unprepared,Fearful
considering,Fearful
colleagues,Fearful
nyc,Fearful
jersey,Fearful
alarm,Happy
speaking,Angry
sentences,Angry
chinese,Happy
weekend,Fearful
bass,Sad
shahzad,Sad
ismaily,Sad
sour,Sad
wrinkle,Fearful
prevention,Fearful
use,Excited
vegetable,Excited
glycerin,Excited
oil,Excited
cleansing,Excited
mixture,Excited
skin,Excited
learing,Fearful
depths,Fearful
shoulder,Angry
period,Angry
tension,Angry
unease,Angry
square,Happy
dryers,Excited
diktats,Angry
authority,Angry
appropriate,Sad
indonesia,Fearful
queries,Happy
attracted,Excited
hes,Excited
weirdo,Excited
gary,Sad
jeoffrey,Happy
eyo,Happy
dies,Sad
invite,Sad
crunch,Fearful
looming,Fearful
deadlines,Fearful
thursday,Fearful
busy,Fearful
whales,Happy
seals,Happy
horned,Happy
owls,Happy
inside,Excited
theres,Excited
bout,Excited
introverted,Happy
cathy,Happy
musical,Fearful
wanders,Fearful
techno,Fearful
slander,Fearful
desperately,Excited
pregnant,Excited
easy,Excited
gross,Fearful
snail,Fearful
mucus,Fearful
price,Fearful
texture,Fearful
mentioning,Sad
nokia,Sad
gp,Happy
suggesting,Sad
abc,Sad
articulated,Sad
baggage,Happy
offspring,Happy
ludicrous,Excited
katanya,Angry
ulysses,Happy
parted,Happy
speedy,Angry
sugar,Angry
bitchy,Happy
expert,Fearful
filmmaker,Fearful
higher,Fearful
experts,Fearful
medical,Fearful
conceiving,Happy
peasy,Happy
ccs,Angry
anipike,Angry
website,Angry
fanfictions,Angry
richness,Happy
belle,Fearful
sebastian,Fearful
idle,Sad
nagging,Sad
itd,Excited
possibly,Excited
offensive,Excited
gay,Excited
alaska,Angry
snowy,Angry
pine,Angry
trees,Angry
mountains,Angry
destined,Angry
southern,Angry
california,Angry
unfolds,Happy
morbid,Angry
dog,Angry
mummy,Sad
venturing,Sad
discriminated,Happy
nugget,Happy
serina,Fearful
useful,Fearful
helps,Fearful
cleaner,Fearful
